YearBuilt,YearRemodeled,Condition,FinSqFt,Cooling,FP_Open,Bedroom,FullBath,HalfBath,TotalRooms,LotSize,LandValue,ImprovementsValue,TotalValue,LastSalePrice,LastSaleDate,ESDistrict,MSDistrict,HSDistrict,CensusTract,Age,Remodeled,FP
1995,NA,Average,2332,Central Air,1,4,3,1,9,0.424,160000,330800,490800,254000,11/25/1997,Agnor-Hurt,Burley,Albemarle,106.02,27,0,1
1994,NA,Average,2749,Central Air,2,4,3,1,11,0.618,160000,408900,568900,540000,09/22/2006,Agnor-Hurt,Burley,Albemarle,106.02,28,0,1
1997,NA,Average,2629,Central Air,1,4,2,1,9,1.207,230000,422000,652000,0,01/07/1999,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1993,NA,Average,2811,Central Air,1,5,2,1,8,0.838,201600,399800,601400,260000,12/17/1993,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1993,NA,Average,2456,Central Air,1,4,2,1,8,0.577,160000,315300,475300,0,02/27/2018,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1993,NA,Average,2512,Central Air,1,4,3,1,9,0.467,160000,369200,529200,385000,03/02/2011,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1995,2021,Good,2246,Central Air,1,4,2,1,8,0.524,160000,378600,538600,539000,03/04/2021,Agnor-Hurt,Burley,Albemarle,106.02,27,1,1
1994,2008,Good,2694,Central Air,2,5,3,1,10,0.437,160000,476800,636800,560900,09/18/2020,Agnor-Hurt,Burley,Albemarle,106.02,28,1,1
1992,2008,Average,2534,Central Air,2,5,3,1,10,0.433,160000,408500,568500,515000,11/19/2009,Agnor-Hurt,Burley,Albemarle,106.02,30,1,1
1992,NA,Average,2784,Central Air,3,5,3,1,11,0.398,160000,447600,607600,0,10/06/2021,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1993,2006,Average,2522,Central Air,1,3,2,1,8,0.33,160000,435000,595000,0,02/06/2008,Agnor-Hurt,Burley,Albemarle,106.02,29,1,1
1992,NA,Average,2754,Central Air,1,3,2,1,7,0.27,160000,403400,563400,284900,05/12/1998,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1995,NA,Average,2363,Central Air,1,3,2,0,10,0.29,160000,361400,521400,345000,04/23/2013,Agnor-Hurt,Burley,Albemarle,106.02,27,0,1
1993,NA,Average,3340,Central Air,1,4,3,1,8,0.501,160000,469400,629400,540000,07/29/2005,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1991,NA,Average,2936,Central Air,2,4,3,1,9,0.49,184000,586200,770200,629000,07/11/2005,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1993,NA,Average,3871,Central Air,2,4,3,1,9,2.738,300000,724500,1024500,0,09/20/1995,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1992,NA,Average,2620,Central Air,1,4,3,1,11,0.602,160000,426600,586600,505000,05/01/2020,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
2014,NA,Average,3012,Central Air,1,3,3,0,5,0.292,160000,555300,715300,572500,01/29/2015,Agnor-Hurt,Burley,Albemarle,106.02,8,0,1
1992,NA,Average,2880,Central Air,1,4,4,1,9,0.558,160000,486400,646400,550000,10/25/2019,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
2004,NA,Average,2644,Central Air,1,5,3,1,10,0.505,160000,528400,688400,593000,08/05/2014,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
1992,NA,Average,3680,Central Air,2,4,4,1,8,0.436,160000,540300,700300,NA,01/08/2021,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1998,NA,Average,3140,Central Air,1,3,2,1,7,0.436,160000,519400,679400,53500,04/01/1992,Agnor-Hurt,Burley,Albemarle,106.02,24,0,1
1991,NA,Average,2159,Central Air,1,3,2,1,7,0.564,160000,403200,563200,276000,04/28/1995,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1995,NA,Average,2937,Central Air,1,4,2,1,9,0.62,160000,396200,556200,438000,07/15/2015,Agnor-Hurt,Burley,Albemarle,106.02,27,0,1
1997,NA,Average,2596,Central Air,1,5,3,1,12,0.872,168000,379900,547900,540000,06/28/2005,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1996,NA,Average,2824,Central Air,1,4,2,1,8,0.65,160000,422000,582000,307600,09/10/1996,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1997,NA,Average,2628,Central Air,1,6,4,0,11,0.598,160000,486100,646100,465000,04/29/2011,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1998,NA,Average,2740,Central Air,1,3,3,1,7,0.41,160000,520100,680100,630000,06/16/2008,Agnor-Hurt,Burley,Albemarle,106.02,24,0,1
1997,NA,Average,2983,Central Air,1,4,4,1,11,0.464,160000,598100,758100,0,07/23/2013,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1998,NA,Average,1534,Central Air,1,3,2,1,10,0.607,160000,347300,507300,540000,08/18/2021,Agnor-Hurt,Burley,Albemarle,106.02,24,0,1
1996,NA,Average,2512,Central Air,1,5,3,1,9,0.536,160000,397100,557100,508000,02/06/2017,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1991,NA,Average,2852,Central Air,2,4,4,1,11,0.442,160000,477000,637000,548000,05/02/2019,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1991,NA,Average,2660,Central Air,2,4,4,1,10,0.41,160000,410300,570300,492500,06/15/2021,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1995,NA,Average,3391,Central Air,1,3,2,1,9,0.407,160000,492400,652400,489500,07/01/2009,Agnor-Hurt,Burley,Albemarle,106.02,27,0,1
1991,NA,Average,2516,Central Air,2,5,3,1,10,0.356,160000,522700,682700,485000,10/01/2003,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1991,NA,Average,2560,Central Air,1,3,2,1,7,0.417,160000,426200,586200,492000,07/20/2020,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1999,NA,Average,2594,Central Air,1,3,2,1,8,0.45,160000,363200,523200,0,04/02/2003,Agnor-Hurt,Burley,Albemarle,106.02,23,0,1
1996,NA,Average,2290,Central Air,1,4,2,1,8,0.255,160000,329300,489300,515000,06/15/2017,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1996,NA,Average,2307,Central Air,1,4,2,1,8,0.264,160000,309300,469300,0,01/06/2017,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1996,NA,Good,2534,Central Air,1,4,2,1,8,0.251,160000,383500,543500,425000,09/06/2011,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1996,NA,Average,2694,Central Air,1,4,2,1,8,0.251,160000,334900,494900,478000,06/13/2007,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1997,2020,Good,2335,Central Air,1,4,3,1,9,0.255,160000,402200,562200,485000,08/18/2020,Agnor-Hurt,Burley,Albemarle,106.02,25,1,1
1997,NA,Average,2256,Central Air,1,4,3,0,7,0.251,160000,328700,488700,295000,08/10/2001,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1997,NA,Average,2408,Central Air,1,4,2,1,7,0.268,160000,312500,472500,228500,06/18/1998,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1996,NA,Average,2346,Central Air,1,4,2,1,8,0.245,160000,298200,458200,208500,01/31/1997,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1997,NA,Average,3453,Central Air,1,4,3,1,8,0.786,168000,512100,680100,545000,05/25/2017,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1998,NA,Average,2422,Central Air,1,6,3,1,10,0.569,160000,428600,588600,488000,06/14/2013,Agnor-Hurt,Burley,Albemarle,106.02,24,0,1
1998,NA,Average,3340,Central Air,1,5,4,0,11,0.655,160000,507100,667100,560000,07/01/2008,Agnor-Hurt,Burley,Albemarle,106.02,24,0,1
1997,NA,Average,2551,Central Air,1,5,3,1,10,0.657,160000,365300,525300,261050,08/01/1997,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1998,NA,Average,2851,Central Air,1,4,4,1,9,0.552,160000,572400,732400,515000,02/23/2011,Agnor-Hurt,Burley,Albemarle,106.02,24,0,1
1991,NA,Average,2995,Central Air,2,5,3,1,8,0.513,160000,499700,659700,567000,06/10/2020,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1997,NA,Average,3308,Central Air,1,4,3,1,9,0.52,160000,567700,727700,0,01/27/2016,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1993,NA,Average,3148,Central Air,1,4,3,1,8,0.493,160000,566000,726000,0,12/16/1997,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1992,NA,Average,2497,Central Air,1,4,3,1,10,0.462,160000,509300,669300,525000,05/24/2018,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1992,NA,Average,2717,Central Air,2,4,3,0,9,0.475,160000,457300,617300,530000,01/21/2021,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1993,NA,Average,2649,Central Air,2,4,3,1,9,0.488,160000,511900,671900,605000,04/03/2007,Agnor-Hurt,Burley,Albemarle,106.02,29,0,1
1992,NA,Average,3170,Central Air,2,4,2,1,10,0.37,160000,486800,646800,376900,11/26/2001,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1996,NA,Average,2330,Central Air,1,4,3,1,9,0.272,160000,320400,480400,230500,07/12/1996,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1997,NA,Average,2271,Central Air,2,5,2,1,10,0.51,160000,357500,517500,0,09/20/2019,Agnor-Hurt,Burley,Albemarle,106.02,25,0,1
1992,2015,Good,3254,Central Air,1,5,3,2,16,0.546,160000,643000,803000,685000,08/03/2007,Agnor-Hurt,Burley,Albemarle,106.02,30,1,1
1995,NA,Average,3176,Central Air,1,4,4,1,12,0.607,160000,506200,666200,585000,10/23/2017,Agnor-Hurt,Burley,Albemarle,106.02,27,0,1
1997,2020,Good,2974,Central Air,1,4,3,1,10,0.456,160000,525900,685900,0,01/22/2019,Agnor-Hurt,Burley,Albemarle,106.02,25,1,1
2001,NA,Average,3452,Central Air,1,4,3,2,9,0.483,160000,550600,710600,52000,04/03/1997,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
1992,NA,Average,3572,Central Air,1,4,3,1,9,0.44,160000,600400,760400,0,06/24/2020,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1992,NA,Average,2764,Central Air,1,5,3,0,9,0.386,160000,452200,612200,0,03/01/2013,Agnor-Hurt,Burley,Albemarle,106.02,30,0,1
1991,NA,Average,3813,Central Air,2,3,4,1,9,0.458,160000,694500,854500,0,07/19/2019,Agnor-Hurt,Burley,Albemarle,106.02,31,0,1
1995,2016,Good,2614,Central Air,1,4,3,1,8,0.336,160000,502300,662300,0,11/04/2020,Agnor-Hurt,Burley,Albemarle,106.02,27,1,1
1996,NA,Average,2932,Central Air,1,4,2,1,7,0.402,160000,522200,682200,588000,03/26/2020,Agnor-Hurt,Burley,Albemarle,106.02,26,0,1
1992,2015,Good,2903,Central Air,1,4,2,1,8,0.363,160000,516000,676000,560000,11/19/2020,Agnor-Hurt,Burley,Albemarle,106.02,30,1,1
2000,NA,Average,1995,Central Air,1,3,2,0,7,0.366,160000,331500,491500,420000,12/12/2019,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2001,NA,Average,3071,Central Air,1,5,3,1,10,0.303,160000,453100,613100,354950,03/27/2001,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2000,NA,Average,2732,Central Air,1,4,3,1,0,0.354,160000,435300,595300,532000,04/17/2019,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Good,2835,Central Air,1,5,3,1,11,0.341,160000,479500,639500,545000,06/23/2017,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,2955,Central Air,1,4,3,1,11,0.418,160000,459200,619200,0,09/20/2019,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,2660,Central Air,1,4,3,1,10,0.328,160000,388100,548100,400000,05/18/2010,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,3536,Central Air,1,5,4,1,13,0.334,144000,538300,682300,535000,07/24/2015,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2003,NA,Average,2690,Central Air,1,5,3,1,10,0.286,160000,392700,552700,349950,07/17/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2001,NA,Average,2258,Central Air,1,3,2,0,7,0.458,160000,402700,562700,0,02/07/2019,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2002,NA,Average,3694,Central Air,1,6,4,1,12,0.459,160000,603000,763000,0,11/19/2012,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2002,NA,Average,2911,Central Air,1,4,3,1,10,0.377,160000,429700,589700,0,06/11/2010,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2003,NA,Average,3020,Central Air,1,3,4,0,8,0.321,160000,401100,561100,0,06/05/2006,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2004,NA,Average,3132,Central Air,1,4,3,1,9,0.252,160000,462300,622300,447686,04/30/2004,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2000,NA,Average,2786,Central Air,1,3,2,1,8,0.285,160000,422700,582700,348450,04/25/2001,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2001,NA,Average,3010,Central Air,3,3,3,1,11,0.284,160000,514500,674500,500000,02/18/2010,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,3062,Central Air,1,4,3,0,8,0.321,160000,399800,559800,330000,06/07/2002,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1973,Central Air,1,3,2,0,6,0.321,160000,355000,515000,0,04/26/2012,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2003,NA,Average,2764,Central Air,1,3,3,1,7,0.284,160000,448900,608900,0,01/15/2013,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2724,Central Air,1,3,3,1,8,0.284,160000,458200,618200,0,06/10/2016,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2002,NA,Average,1973,Central Air,1,3,3,0,7,0.284,160000,380200,540200,0,11/22/2016,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2000,NA,Average,2854,Central Air,1,4,3,1,10,0.284,160000,468700,628700,406978,12/14/2000,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,2709,Central Air,1,3,2,1,8,0.284,160000,388100,548100,399500,03/02/2005,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2001,NA,Average,2166,Central Air,1,2,2,0,6,0.284,160000,340700,500700,0,10/17/2017,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,2721,Central Air,1,3,2,1,8,0.284,160000,378900,538900,400000,04/07/2014,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1964,Central Air,1,2,2,0,6,0.243,112100,352300,464400,0,04/20/2015,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,2122,Central Air,1,2,2,0,6,0.236,112100,377200,489300,387500,05/15/2015,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1936,Central Air,1,2,2,0,5,0.208,114500,348000,462500,0,07/31/2015,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1964,Central Air,1,2,2,0,5,0.188,107700,350500,458200,0,01/14/2020,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1933,Central Air,1,2,2,0,5,0.21,114500,353800,468300,405000,10/28/2014,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1754,Central Air,1,2,2,0,6,0.248,107700,333400,441100,245950,06/29/2001,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,2461,Central Air,1,3,2,1,7,0.274,114300,432700,547000,415000,11/12/2014,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1942,Central Air,1,2,2,0,6,0.273,114300,356800,471100,364900,05/17/2010,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1936,Central Air,1,2,2,0,6,0.266,114300,353900,468200,0,10/06/2015,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,2469,Central Air,1,3,2,1,7,0.315,116500,434700,551200,465000,09/19/2019,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1965,Central Air,1,3,3,0,8,0.189,112200,440100,552300,0,02/02/2011,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,2632,Central Air,1,3,2,2,6,0.191,112200,478600,590800,550000,02/14/2022,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,2118,Central Air,1,2,2,0,6,0.211,114500,411600,526100,318950,05/14/2002,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2001,NA,Average,1946,Central Air,1,2,2,0,6,0.187,112200,381500,493700,405000,02/19/2014,Agnor-Hurt,Burley,Albemarle,106.02,21,0,1
2000,NA,Average,1967,Central Air,1,2,3,0,8,0.189,112200,402500,514700,465000,09/05/2019,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,1754,Central Air,1,2,2,0,6,0.191,112200,327200,439400,0,03/27/2012,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,2653,Central Air,1,3,2,1,6,0.211,112200,448500,560700,257000,12/22/2000,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2000,NA,Average,1928,Central Air,1,2,2,0,6,0.187,112200,348400,460600,262950,05/31/2001,Agnor-Hurt,Burley,Albemarle,106.02,22,0,1
2002,NA,Average,2030,Central Air,1,3,2,0,6,0.389,160000,343400,503400,0,04/22/2022,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2003,NA,Average,2304,Central Air,1,4,3,1,8,0.25,160000,314200,474200,398000,07/24/2015,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2002,NA,Average,2649,Central Air,1,4,3,1,11,0.388,160000,370200,530200,0,08/14/2014,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2002,NA,Average,1955,Central Air,1,2,2,0,6,0.246,114500,387700,502200,315000,12/02/2002,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2002,NA,Average,1932,Central Air,1,2,3,0,6,0.239,114500,411400,525900,362000,11/30/2004,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2003,NA,Average,1958,Central Air,1,3,3,0,7,0.208,114500,446300,560800,395000,06/15/2010,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1936,Central Air,1,2,2,0,7,0.25,114500,409400,523900,0,06/24/2016,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2002,NA,Average,2456,Central Air,1,3,2,1,7,0.22,114500,466400,580900,0,01/27/2020,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2002,2020,Good,2097,Central Air,1,2,3,0,7,0.25,114500,518000,632500,520000,12/11/2017,Agnor-Hurt,Burley,Albemarle,106.02,20,1,1
2003,NA,Average,1958,Central Air,1,2,2,0,7,0.23,114500,389300,503800,0,02/08/2022,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1754,Central Air,1,3,3,0,9,0.228,114500,417600,532100,445000,08/31/2012,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,1,2,2,0,7,0.24,114500,397300,511800,0,11/20/2007,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2456,Central Air,1,3,2,1,7,0.22,114500,465500,580000,0,10/21/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2456,Central Air,1,3,2,1,7,0.224,114500,432900,547400,0,10/27/2021,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,1,2,2,0,6,0.22,114500,351200,465700,0,03/22/2022,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2002,NA,Average,1975,Central Air,1,2,2,0,6,0.21,114500,377800,492300,317000,08/28/2003,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2002,NA,Average,1754,Central Air,1,2,2,0,6,0.232,114500,327800,442300,435000,03/16/2021,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2003,NA,Average,2456,Central Air,1,3,2,1,7,0.215,114500,432000,546500,302950,06/13/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2170,Central Air,2,2,2,0,7,0.224,114500,393300,507800,507500,09/07/2021,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2456,Central Air,1,3,3,1,10,0.189,112200,514300,626500,525000,01/12/2017,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,2,3,3,0,11,0.194,112200,446800,559000,471000,03/29/2019,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,1,3,3,0,10,0.191,112200,425300,537500,369000,10/26/2004,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1936,Central Air,1,2,2,0,6,0.168,112200,385200,497400,410000,05/16/2014,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2004,NA,Average,1958,Central Air,1,2,2,0,6,0.191,112200,391600,503800,455750,01/24/2019,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2004,NA,Average,2456,Central Air,1,3,2,1,7,0.172,112200,472600,584800,519000,07/22/2019,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2003,NA,Average,1958,Central Air,1,2,2,0,7,0.224,114500,362000,476500,289950,11/20/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2456,Central Air,1,3,2,1,7,0.206,114500,405000,519500,0,01/28/2008,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2456,Central Air,1,3,2,1,7,0.225,114500,432900,547400,316975,06/17/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,1,2,2,0,7,0.182,112200,360900,473100,425000,04/30/2018,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2002,NA,Average,1958,Central Air,1,2,2,0,6,0.16,112200,371100,483300,0,11/25/2014,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2002,NA,Average,1936,Central Air,1,2,2,0,6,0.162,112200,354700,466900,440000,04/27/2020,Agnor-Hurt,Burley,Albemarle,106.02,20,0,1
2004,NA,Average,1936,Central Air,1,2,2,0,6,0.165,112200,352500,464700,324950,04/15/2004,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2004,NA,Average,2158,Central Air,1,2,2,0,6,0.185,112200,380100,492300,0,05/09/2008,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2004,NA,Average,1958,Central Air,1,2,2,0,6,0.169,112200,366100,478300,422000,08/05/2015,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2004,NA,Average,2456,Central Air,1,3,2,1,7,0.244,114500,437800,552300,435000,04/01/2016,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2004,NA,Average,2324,Central Air,1,2,2,0,7,0.27,116800,400400,517200,336950,04/28/2004,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2004,NA,Average,1936,Central Air,1,2,2,0,6,0.242,114500,350600,465100,350000,05/01/2013,Agnor-Hurt,Burley,Albemarle,106.02,18,0,1
2003,NA,Average,1936,Central Air,1,2,2,0,6,0.179,112200,384100,496300,320950,05/29/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,1,2,2,0,7,0.16,112200,388600,500800,0,08/21/2006,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1958,Central Air,1,3,3,0,11,0.17,112200,451200,563400,0,04/26/2007,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1936,Central Air,1,3,3,0,8,0.165,112200,416500,528700,313250,04/22/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,1936,Central Air,1,2,2,0,6,0.196,112200,349000,461200,350000,05/13/2011,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2003,NA,Average,2158,Central Air,1,2,2,0,6,0.186,112200,375200,487400,289950,06/16/2003,Agnor-Hurt,Burley,Albemarle,106.02,19,0,1
2015,NA,Average,2153,Central Air,0,3,4,0,6,0.143,108800,377800,486600,425484,04/20/2015,Agnor-Hurt,Burley,Albemarle,106.02,7,0,0
2015,NA,Average,2173,Central Air,0,4,3,1,6,0.106,108800,377200,486000,443000,06/08/2018,Agnor-Hurt,Burley,Albemarle,106.02,7,0,0
2014,NA,Average,2327,Central Air,0,4,3,0,5,0.142,108800,389500,498300,400000,12/15/2014,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
2014,NA,Average,2327,Central Air,0,4,3,0,5,0.138,108800,389500,498300,397668,06/13/2014,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
2013,NA,Average,2483,Central Air,0,4,3,0,8,0.134,108800,395600,504400,443000,05/23/2018,Agnor-Hurt,Burley,Albemarle,106.02,9,0,0
2013,NA,Average,2483,Central Air,1,4,3,0,8,0.132,108800,401200,510000,389696,11/14/2013,Agnor-Hurt,Burley,Albemarle,106.02,9,0,1
2014,NA,Average,1623,Central Air,0,2,2,0,4,0.13,108800,288000,396800,424000,11/12/2021,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
2014,NA,Average,2483,Central Air,0,4,3,0,5,0.129,108800,400500,509300,400000,04/29/2019,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
2014,NA,Average,1623,Central Air,1,3,2,1,6,0.135,108800,302300,411100,0,11/12/2021,Agnor-Hurt,Burley,Albemarle,106.02,8,0,1
2014,NA,Average,2327,Central Air,0,3,2,1,6,0.135,108800,387500,496300,415480,08/21/2020,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
2014,NA,Average,2524,Central Air,1,3,3,1,6,0.132,114500,420000,534500,550000,03/18/2022,Agnor-Hurt,Burley,Albemarle,106.02,8,0,1
2014,NA,Average,2412,Central Air,1,3,3,1,6,0.109,114500,435200,549700,445665,03/21/2014,Agnor-Hurt,Burley,Albemarle,106.02,8,0,1
2013,NA,Average,1610,Central Air,0,2,2,0,5,0.154,114500,286900,401400,363729,08/15/2013,Agnor-Hurt,Burley,Albemarle,106.02,9,0,0
2013,NA,Average,2382,Central Air,0,4,3,0,8,0.122,114500,388600,503100,0,04/15/2021,Agnor-Hurt,Burley,Albemarle,106.02,9,0,0
2013,NA,Average,2382,Central Air,0,4,3,0,8,0.146,114500,388600,503100,445641,03/04/2014,Agnor-Hurt,Burley,Albemarle,106.02,9,0,0
2013,NA,Average,1653,Central Air,0,2,2,0,5,0.138,114500,292500,407000,359224,11/20/2013,Agnor-Hurt,Burley,Albemarle,106.02,9,0,0
2013,NA,Average,1610,Central Air,0,2,2,0,5,0.197,130500,363300,493800,411685,10/31/2013,Agnor-Hurt,Burley,Albemarle,106.02,9,0,0
2014,NA,Average,1623,Central Air,0,2,2,0,5,0.221,130500,368100,498600,416425,02/18/2014,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
2014,NA,Average,2483,Central Air,0,4,3,0,8,0.241,130500,447900,578400,457016,01/10/2014,Agnor-Hurt,Burley,Albemarle,106.02,8,0,0
